,title,authors,doi,abstract,citations,pubdate,pubtype,proceedings,ccs
320,A case example of human factors in product definition: needs finding for a voice output workstation for the blind,"['Richard M. Kane', 'Matthew Yuschik']",https://doi.org/10.1145/29933.30862,"Human factors efforts can contribute to product design at every design phase from conception through evaluation of a product in the field. Early human factors involvement has certain advantages. The major advantage is that it can have greater “leverage” by influencing more far-reaching aspects of a product. Input at later design phases, on the other hand, may delay product schedules or require a major re-design effort. Input at earlier stages can diminish these problems. As a case example, a needs finding study for a voice output workstation for the blind is described. Users of these workstations participated in a semi-structured interview to determine their needs. Results identified specific features needed. The findings also indicated that the original scope of the project, word processing, should be broadened to include other applications.",7,May 1986  ,Article ,CHI '87: Proceedings of the SIGCHI/GI Conference on Human Factors in Computing Systems and Graphics Interface,"['Applied computing', 'Life and medical sciences', 'Consumer health', 'Health informatics', 'Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Speech recognition', 'Hardware', 'Communication hardware, interfaces and storage', 'Sound-based input / output', 'Human-centered computing', 'Human computer interaction (HCI)', 'Interaction devices', 'Sound-based input / output', 'Social and professional topics', 'Professional topics', 'Computing profession', 'Assistive technologies', 'User characteristics', 'People with disabilities']"
321,A user interface for deaf-blind people (preliminary report),"['Richard Ladner', 'randy Day', 'Dennis Gentry', 'Karin Meyer', 'Scott Rose']",https://doi.org/10.1145/29933.30864,"A user interface suitable for deaf-blind users is presented and justified. The interface is designed for small paperless Braille displays, large font visual displays, or other low-bandwidth displays. Some of the key properties of the interface are that it uses a hierarchical approach to structure both commands and data, has a small universal command set, and has pervasive editing capability. DBNet, a system employing the user interface, has been built and tested with deaf-blind users. DBNet will provide various communication services to the deaf-blind community including electronic news, mail, and bulletin boards.",6,May 1986  ,Article ,CHI '87: Proceedings of the SIGCHI/GI Conference on Human Factors in Computing Systems and Graphics Interface,"['Applied computing', 'Life and medical sciences', 'Consumer health', 'Health informatics', 'Human-centered computing', 'Human computer interaction (HCI)', 'Interaction design', 'Interaction design process and methods', 'User centered design', 'Social and professional topics', 'Professional topics', 'Computing profession', 'Assistive technologies', 'User characteristics', 'People with disabilities', 'Software and its engineering', 'Software notations and tools', 'Development frameworks and environments', 'Integrated and visual development environments']"
322,Towards universality of access: interfacing physically disabled students to the Icon educational microcomputer,"['Gerbrand Verburg', 'Debbie Field', 'Francois St. Pierre', 'Stephen Naumann']",https://doi.org/10.1145/29933.30863,"A micro-processor based Interface Unit and Teacher Utility have been developed at the Hugh MacMillan Medical Centre that will facilitate physically disabled users' access to the Icon educational microcomputer. The Interface Unit allows a variety of alternate input devices to be used with the Icon computer. Evaluations of the use of the Icon by physically disabled students without and with the Interface Unit were completed. The Teacher Utility offers on-line instruction and support for teachers with physically disabled students who have problems accessing the Icon. The design of the Teacher Utility is presented from three perspectives: the teacher, the physically disabled student, and the developers.",4,May 1986  ,Article ,CHI '87: Proceedings of the SIGCHI/GI Conference on Human Factors in Computing Systems and Graphics Interface,"['Applied computing', 'Education', 'Life and medical sciences', 'Consumer health', 'Health informatics', 'Human-centered computing', 'Human computer interaction (HCI)', 'Interaction design', 'Interaction design process and methods', 'User centered design', 'Social and professional topics', 'Professional topics', 'Computing profession', 'Assistive technologies', 'User characteristics', 'People with disabilities', 'Software and its engineering', 'Software notations and tools', 'Development frameworks and environments', 'Integrated and visual development environments']"
323,Interface design: a neglected issue in educational software,"['Douglas Frye', 'Elliot Soloway']",https://doi.org/10.1145/29933.30865,"The user interface is particularly important for educational software because 1) it must provide an entry to the content domain of the program rather than vice versa and 2) it must be sensitive to the general skill and/or developmental level of the user. In spite of these special characteristics, interface design for educational software has been given little attention. This study evaluates a representative interface from arithmetic software now used in the schools. It was found that the interface caused students a large number of difficulties. These difficulties were sufficient to interfere with the instructional effectiveness of the software. Designing interfaces that will benefit educational software will require careful study of the users of these programs along with an in-depth understanding of the domains being taught.",8,May 1986  ,Article ,CHI '87: Proceedings of the SIGCHI/GI Conference on Human Factors in Computing Systems and Graphics Interface,"['Applied computing', 'Education', 'Human-centered computing', 'Interaction design', 'Interaction design process and methods', 'User centered design', 'Social and professional topics', 'Professional topics', 'Management of computing and information systems', 'Software management', 'Software and its engineering', 'Software notations and tools', 'Development frameworks and environments', 'Integrated and visual development environments']"
324,Cognition-sensitive design and user modeling for syntax-directed editors,['Lisa Rubin Neal'],https://doi.org/10.1145/29933.30866,"Syntax-directed editors were created with the intent of aiding in and improving the programming process. Despite their potential, they have not been successful, as evidenced by limited use. In general, they are perceived as being too difficult to use and the benefits of their use are outweighed by the difficulties.We believe that the cognitive styles and skills of the users have been ignored in the design process. In this paper we present some of our initial results which show that cognitive styles vary over a significant spectrum and that their consideration in the design of a syntax-directed editor will result in an intelligent tool that will be right for the cognitive skills and expertise of an individual user. In turn, an approach to design that takes cognitive variation into account would support the construction of syntax-directed editors which are successfully used.",20,May 1986  ,Article ,CHI '87: Proceedings of the SIGCHI/GI Conference on Human Factors in Computing Systems and Graphics Interface,"['Applied computing', 'Document management and text processing', 'Document preparation', 'Enterprise computing', 'Business process management', 'Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Cognitive robotics', 'Philosophical/theoretical foundations of artificial intelligence', 'Cognitive science', 'Human-centered computing', 'Human computer interaction (HCI)', 'Social and professional topics', 'Professional topics', 'Computing and business', 'Automation', 'Software and its engineering', 'Software creation and management', 'Software verification and validation', 'Software defect analysis', 'Software testing and debugging']"
325,A self-regulating adaptive system,"['Robert Trevellyan', 'Dermot P. Browne']",https://doi.org/10.1145/29933.30867,"The viability of providing adaptive user interfaces has been demonstrated ([3], [5]). Such systems identify differences between users in order to provide purposeful change at the user interface. Thus, adaptive systems have objectives, as indicated by the term 'purposeful.' The research reported here takes an important step forward by demonstrating that adaptive systems can be built that regulate their own behaviour by assessing whether their adaptations are being successful in meeting these objectives.",11,May 1986  ,Article ,CHI '87: Proceedings of the SIGCHI/GI Conference on Human Factors in Computing Systems and Graphics Interface,"['Human-centered computing', 'Human computer interaction (HCI)', 'HCI design and evaluation methods', 'Software and its engineering', 'Software notations and tools', 'Development frameworks and environments', 'Integrated and visual development environments']"
326,"The definition, editing, and contouring of surfaces for the analysis of field problems","['Robert R. Dickinson', 'Richard H. Bartels']",https://doi.org/10.1145/29933.30868,"This paper reports on an interactive system for manipulating a tensor-product B-spline approximation to field data for applications in which contours are of interest. The features of the system are: an interpolation technique for approximating fields defined from scattered or gridded data by tensor-product B-splines, an interactive display providing control-vertex manipulation of the resulting B-spline approximation, and a contouring algorithm that is designed specifically for B-spline surfaces.",0,May 1986  ,Article ,CHI '87: Proceedings of the SIGCHI/GI Conference on Human Factors in Computing Systems and Graphics Interface,"['Computing methodologies', 'Computer graphics', 'Shape modeling', 'Parametric curve and surface models', 'Volumetric models', 'Human-centered computing', 'Human computer interaction (HCI)', 'Mathematics of computing', 'Mathematical analysis', 'Functional analysis', 'Approximation', 'Numerical analysis', 'Computations on polynomials']"
327,From contours to surfaces: testbed and initial results,"['Kenneth R. Sloan', 'James Painter']",https://doi.org/10.1145/29933.30869,"This paper is concerned with the problem of reconstructing the surface of three-dimensional objects, given a collection of planar contours representing cross-sections through the objects. This is an important problem, with applications in clinical medicine, bio-medical research and instruction, and industrial inspection. Current solutions to this problem have raised interesting theoretical questions about search techniques and the exploitation of domain-specific aspects of such search problems. In this paper, we survey known reconstruction techniques, describe a testbed for evaluating these techniques and present an improvement on the simple divide-and-conquer method analyzed by Fuchs, Kedem and Uselton [5].",9,May 1986  ,Article ,CHI '87: Proceedings of the SIGCHI/GI Conference on Human Factors in Computing Systems and Graphics Interface,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Reconstruction', 'Image and video acquisition', '3D imaging', 'Computer graphics', 'Animation', 'Shape modeling', 'Parametric curve and surface models', 'Volumetric models']"
328,Social science and system design: interdisciplinary collaborations,"['Lucy Suchman', 'William Beeman', 'Michael Pear', 'Barbara Fox', 'Paul Smolensky']",https://doi.org/10.1145/29933.30870,"Contributions from the behavioral sciences to the design of computer systems have come primarily from psychology, and have focused on individual cognition. In this symposium, we consider the applicability to system design of approaches that focus on social interaction. The participants comprise pairs of researchers engaged in projects that aim to bring together systematic studies of naturally occurring human activities with the design of computer-based technology. Each of the projects emphasizes the importance of the social organization of communities, everyday communication and practice.The symposium participants — anthropologists, linguists and computer scientists — bring interdisciplinary perspectives to bear on the problem of how to design tools that incorporate the right mix of support for current work practices, solutions to recognized problems, and innovations in the way that work gets done. The aim of the symposium is to explore the possibilities for a productive relationship between research on socially organized human activities and system design.In this forum we will examine the problems that such interdisciplinary efforts face and the payoffs that they produce. Drawing on experience with their respective research projects, the participants will address the following questions concerning the development of a design process grounded in empirical studies:what is the relevance of activity studies to the design of new technology? What people do in everyday work settings is an obvious subject matter for social science, but just what is the relationship between that subject matter and system design? What part should an understanding of what people do now, with existing technological resources, play in the design of new technologies?How has new technology changed the nature of everyday work activities? The technological resources available in the domain of intellectual work, for example, are continually changing. Given this moving technological base, new forms of interaction between people emerge. What are the implications of those new forms, made possible by system design, for social science research?What social theory and methods do you draw on in your studies of work practice? What are the difficult theoretical or methodological problems, and what are the consequences of looking at everyday activities with the aim of designing new technology?What is the motivation behind your system design effort? That is, what problem in the domain of interest is your design intended to address?How has your design approach been affected by your empirical research?How has working with your collaborator changed your view of the problem domain? What has been most difficult about your collaboration and what has been most valuable? How have you negotiated differences in technical background, methods, conceptualization of the problem domain?To ground the discussion, participants will offer examples from their ongoing research projects. Brief descriptions of those projects are included here, but the symposium is intended as a lively debate of the questions posed, not as a presentation of findings. We hope through our discussion and through the participation of the symposium audience to shed light on the issues, while encouraging the development of new collaborations between social and computer scientists.",1,May 1986  ,Article ,CHI '87: Proceedings of the SIGCHI/GI Conference on Human Factors in Computing Systems and Graphics Interface,"['Applied computing', 'Law, social and behavioral sciences', 'Human-centered computing', 'Human computer interaction (HCI)', 'Social and professional topics', 'Professional topics', 'Management of computing and information systems', 'Project and people management', 'Systems analysis and design']"
329,Positioning human factors in the user interface development chain,"['Jonathan Grudin', 'Susan F. Ehrlich', 'Rick Shriner']",https://doi.org/10.1145/29933.30871,"Human factors professionals are not completely free to support the optimization of user interface design within the time span of individual software development projects. Interface design is constrained by conservative forces, such as the expectations of users of existing systems in the installed base and emerging de facto or formal standards. At the same time, human factors involvement with a particular product may ultimately have its greatest impact on future product releases. In this paper we explore an expanded time line for influencing product design. This time line brings middle- and upper-management concerns into focus, revealing critical opportunities for effectively positioning and applying human factors resources.",20,May 1986  ,Article ,CHI '87: Proceedings of the SIGCHI/GI Conference on Human Factors in Computing Systems and Graphics Interface,"['Human-centered computing', 'Human computer interaction (HCI)', 'Software and its engineering', 'Software creation and management', 'Software notations and tools', 'Development frameworks and environments', 'Integrated and visual development environments']"
330,The interface is often not the problem,"['Bengt Goransson', 'Mats Lind', 'Else Pettersson', 'Bengt Sandblad', 'Patrik Schwalbe']",https://doi.org/10.1145/29933.30872,"Computer systems in the form of tools for specific functions within a work environment are becoming increasingly common. Because the users are not computer experts, and because the introduction of the new tools can dramatically change their tasks, problems arise. It is argued that even if the proper design of the MMI is very important, this will not solve all the problems. More basic problems concern what functions should be included in the system and how the users can understand what the system can do in different work situations and how the response should be evaluated in the context of the work situations. This is demonstrated by experiences from application projects. It is concluded that more research must be devoted to these problem areas. Another important result is the fact that the possibilities to develop more generally applicable computer based tools are limited. Adaption to local circumstances and needs is usually a necessity.",13,May 1986  ,Article ,CHI '87: Proceedings of the SIGCHI/GI Conference on Human Factors in Computing Systems and Graphics Interface,"['Applied computing', 'Enterprise computing', 'Enterprise information systems', 'Enterprise applications', 'Human-centered computing', 'Human computer interaction (HCI)', 'Information systems', 'Information systems applications', 'Enterprise information systems', 'Enterprise applications', 'Social and professional topics', 'Professional topics', 'Computing and business', 'Automation', 'Software and its engineering', 'Software notations and tools', 'Development frameworks and environments', 'Integrated and visual development environments', 'General programming languages', 'Language features']"
331,Designing for designers: an analysis of design practice in the real world,"['Mary Beth Rosson', 'Susanne Maass', 'Wendy A. Kellogg']",https://doi.org/10.1145/29933.30873,"Twenty-two designers were interviewed about their design of interactive systems. They were asked to select a recent project having a significant user interface component, and were probed about the general design process involved, how the design of the user interface fit into that process, and their personal strategies for exploring ideas. Analysis of their responses pointed to two models of the design process. The relationship of these models to the type of user testing done and the strategies used for generating ideas is discussed, especially with respect to the implications for developing tools to support design.",25,May 1986  ,Article ,CHI '87: Proceedings of the SIGCHI/GI Conference on Human Factors in Computing Systems and Graphics Interface,"['Applied computing', 'Physical sciences and engineering', 'Engineering', 'Human-centered computing', 'Human computer interaction (HCI)', 'Interactive systems and tools', 'Interaction design', 'Social and professional topics', 'Professional topics', 'Management of computing and information systems', 'Project and people management', 'Systems analysis and design']"
332,Automated lip-synch and speech synthesis for character animation,"['J. P. Lewis', 'F. I. Parke']",https://doi.org/10.1145/29933.30874,"An automated method of synchronizing facial animation to recorded speech is described. In this method, a common speech synthesis method (linear prediction) is adapted to provide simple and accurate phoneme recognition. The recognized phonemes are then associated with mouth positions to provide keyframes for computer animation of speech using a parametric model of the human face.The linear prediction software, once implemented, can also be used for speech resynthesis. The synthesis retains intelligibility and natural speech rhythm while achieving a “synthetic realism” consistent with computer animation. Speech synthesis also enables certain useful manipulations for the purpose of computer character animation.",43,May 1986  ,Article ,CHI '87: Proceedings of the SIGCHI/GI Conference on Human Factors in Computing Systems and Graphics Interface,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation', 'Computer graphics', 'Animation', 'Modeling and simulation', 'Simulation types and techniques', 'Simulation by animation', 'Human-centered computing', 'Human computer interaction (HCI)', 'Interaction paradigms', 'Natural language interfaces']"
333,Story driven animation,"['Yosuke Takashima', 'Hideo Shimazu', 'Masahiro Tomono']",https://doi.org/10.1145/29933.30875,"An animation system has been developed which generates animations from stories written in natural language. The system consists of three modules: story understanding module, stage directing module and action generating module.The story understanding module extracts actions that are not explicitly described in the story and makes a scenario. The stage directing module adapts the scenario by determining the actors' positions on the stage and setting the stage. Actors are defined as 3-Dimensional articulated figures. Each component of an actor has its primitive motion method. To achieve complicated actions, primitive motions are combined. Referring to these complicated actions, the action generating module produces animated sequences from the adapted scenario. These three modules are tightly coupled with their knowledge bases. As an example, the story of the “Hare and Tortoise” from Aesop's Fables, written for elementary schoolchildren is used. This example proves that it is possible to produce computer animation directly from the story written in natural language, now in Japanese.",7,May 1986  ,Article ,CHI '87: Proceedings of the SIGCHI/GI Conference on Human Factors in Computing Systems and Graphics Interface,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Computer graphics', 'Animation', 'Modeling and simulation', 'Simulation types and techniques', 'Simulation by animation', 'Human-centered computing', 'Human computer interaction (HCI)', 'Interaction paradigms', 'Natural language interfaces']"
334,Issues limiting the acceptance of user interfaces using gesture input and handwriting character recognition (panel),"['John Sibert', 'Michael G. Buffa', 'Hewitt D. Crane', 'Wolfgang Doster', 'James Rhyne', 'Jean Renaerd Ward']",https://doi.org/10.1145/29933.30876,"Recently there has been increasing attention to character recognition/graphical user interfaces under the name of “gesture input”. This technique actually has a long history: “sketch recognition” interfaces of 15 or more years ago were highly praised [Applicon 73], and user interfaces using handwriting input before the wide use of text keyboards were one of the first research goals in computer science [Bledsoe 59]. The underlying character and symbol recognition technologies have been a major research area in their own right since the early 1950s [Suen 80].The last two years have seen an upsurge in the number of developments in this area, both from commercial companies attempting to exploit new character and symbol recognition technologies, [CIC 85] [Pencept 84] [Cooper 82] and from researchers starting from fundamental questions in user interactions [Buxton 86] [Wolf 86]. However, one question still remains: “Why has this set of techniques had so little impact on user interface design practice, despite its long history and promise?” This panel discussion should give many answers to this question.Panelists include the leading commercial developers of handwriting input products, well-known researchers in the psychological aspects of graphical user interactions, and representatives of the research community for character recognition.The issue of supporting this type of interface is very timely: recent standardization efforts such as PHIGS and GKS for graphics interactions are known to have the unfortunate side effects of excluding some of the current user interface designs using this class of technology [10].",0,May 1986  ,Article ,CHI '87: Proceedings of the SIGCHI/GI Conference on Human Factors in Computing Systems and Graphics Interface,"['Applied computing', 'Document management and text processing', 'Document capture', 'Optical character recognition', 'Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Human-centered computing', 'Human computer interaction (HCI)', 'HCI design and evaluation methods', 'Software and its engineering', 'Software notations and tools', 'Development frameworks and environments', 'Integrated and visual development environments']"
335,What kind of minimal instruction manual is the most effective,"['John B. Black', 'John M. Carroll', 'Stuart M. McGuigan']",https://doi.org/10.1145/29933.275623,"An empirical study examined the effectiveness of four different versions of a self-instruction manual for a word processing system: a Skeletal version that explicitly states only the essential information, an Inferential version that has the users infer some of the essential information, a Rehearsal version that is like the Skeletal manual, but adds opportunities to rehearse the explicitly stated information, and a Lengthy version that adds nonessential explanatory and descriptive information to the Skeletal version. The best learning performance was obtained with the inferential approach, particularly for more realistic tasks.",27,May 1986  ,Article ,CHI '87: Proceedings of the SIGCHI/GI Conference on Human Factors in Computing Systems and Graphics Interface,"['Human-centered computing', 'Human computer interaction (HCI)', 'Software and its engineering', 'Software creation and management', 'Software post-development issues', 'Documentation']"
336,Intelligent help in a one-shot dialog: a protocol study,"['Amy Aaronson', 'John M. Carroll']",https://doi.org/10.1145/29933.275624,"A database of 150 interactions conducted via electronic mail was analyzed. The database had been constructed as an on-line tool for users and advisors, but the interactions can also be regarded as modelling intelligent help dialog in which posing a query and providing a response are each accomplished in “one-shot”. The types of questions users ask and the advisory strategies employed for imcomplete queries without follow-up questioning are described. The goal is to understand this new on-line tool for advising and its implications as a model of one-shot intelligent help dialogs.",16,May 1986  ,Article ,CHI '87: Proceedings of the SIGCHI/GI Conference on Human Factors in Computing Systems and Graphics Interface,"['Human-centered computing', 'Human computer interaction (HCI)', 'Information systems', 'Information systems applications']"
337,Learning a word processing system with training wheels and guided exploration,"['Richard Catrambone', 'John M. Carroll']",https://doi.org/10.1145/29933.275625,A Training Wheels interface creates a reduced functionality system intended to prevent new users from suffering the consequences of certain types of common errors when they exercise system functions and procedures. This has been shown to be an effective training system design for learning basic text editing functions [4]. We extend this result by examining the extent to which training wheels learners can transfer their skills to interaction with the full-function system. The experiment reported here indicates that training wheels subjects were better able to perform advanced full-system editing functions than subjects who were trained on the full system itself.,41,May 1986  ,Article ,CHI '87: Proceedings of the SIGCHI/GI Conference on Human Factors in Computing Systems and Graphics Interface,"['Applied computing', 'Computers in other domains', 'Personal computers and PC applications', 'Word processors', 'Human-centered computing', 'Human computer interaction (HCI)']"
338,Behavioral experiments on handmarkings,"['John D. Gould', 'Josiane Salaun']",https://doi.org/10.1145/29933.275626,"Handmarkings, e.g., handwritten proofeditors' marks, can be used as direct editing commands to an interactive computer system. Three exploratory experiments studied the potential value of handmarkings for editing text and pictures. Results showed that circles are the most frequently used scoping mark and arrows are the most frequently used operator and target indicators. Experimental comparisons showed that handmarkings have the potential to be faster than keyboards and mice for editing tasks. But their ultimate value will depend upon the style and details of their user interface implementation.",4,May 1986  ,Article ,CHI '87: Proceedings of the SIGCHI/GI Conference on Human Factors in Computing Systems and Graphics Interface,"['Human-centered computing', 'Human computer interaction (HCI)', 'Interaction paradigms', 'Software and its engineering', 'Software notations and tools', 'Development frameworks and environments', 'Integrated and visual development environments']"
339,An evaluation of an eye tracker as a device for computer input2,"['Colin Ware', 'Harutune H. Mikaelian']",https://doi.org/10.1145/29933.275627,"Since humans direct their visual attention by means of eye movements, a device which monitors eye movements should be a natural “pick” device for selecting objects visually present on a monitor. The results from an experimental investigation of an eye tracker as a computer input device are presented. Three different methods were used to select the object looked at; these were a button press, prolonged fixation or “dwell” and an on screen select button. The results show that an eye tracker can be used as a fast selection device providing that the target size is not too small. If the targets are small speed declines and errors increase rapidly.",198,May 1986  ,Article ,CHI '87: Proceedings of the SIGCHI/GI Conference on Human Factors in Computing Systems and Graphics Interface,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Tracking', 'Computer vision tasks', 'Scene understanding', 'Human-centered computing', 'Human computer interaction (HCI)', 'Interaction devices', 'Touch screens']"
340,A hand gesture interface device,"['Thomas G. Zimmerman', 'Jaron Lanier', 'Chuck Blanchard', 'Steve Bryson', 'Young Harvill']",https://doi.org/10.1145/29933.275628,"This paper reports on the development of a hand to machine interface device that provides real-time gesture, position and orientation information. The key element is a glove and the device as a whole incorporates a collection of technologies. Analog flex sensors on the glove measure finger bending. Hand position and orientation are measured either by ultrasonics, providing five degrees of freedom, or magnetic flux sensors, which provide six degrees of freedom. Piezoceramic benders provide the wearer of the glove with tactile feedback. These sensors are mounted on the light-weight glove and connected to the driving hardware via a small cable.Applications of the glove and its component technologies include its use in conjunction with a host computer which drives a real-time 3-dimensional model of the hand allowing the glove wearer to manipulate computer-generated objects as if they were real, interpretation of finger-spelling, evaluation of hand impairment in addition to providing an interface to a visual programming language.",227,May 1986  ,Article ,CHI '87: Proceedings of the SIGCHI/GI Conference on Human Factors in Computing Systems and Graphics Interface,"['Computer systems organization', 'Embedded and cyber-physical systems', 'Sensors and actuators', 'Human-centered computing', 'Human computer interaction (HCI)', 'Interaction devices', 'Haptic devices', 'Interaction paradigms']"
341,Developing computer animation packages (panel),"['Jeffrey Graber', 'Kevin Lefebvre', 'Michael Sciulli', 'Donald Leich', 'Milan Novacek', 'David Ross', 'David Zeltzer', 'David Sturman']",https://doi.org/10.1145/29933.275629,Specialized computer architectures can provide better price/performance for executing image processing and graphics applications than general purpose designs. Two processors are presented that use parallel SIMD data paths to support common graphics data structures as primitive operands in arithmetic expressions. A variant of the C language has been implemented to allow high level language coding of user applications on these processors. High level programming support is designed into the processor architecture that implements parallel object data typing and parallel conditional evaluation in hardware.,1,May 1986  ,Article ,CHI '87: Proceedings of the SIGCHI/GI Conference on Human Factors in Computing Systems and Graphics Interface,"['Computer systems organization', 'Architectures', 'Parallel architectures', 'Computing methodologies', 'Computer graphics', 'Animation', 'Graphics systems and interfaces', 'Graphics file formats', 'Modeling and simulation', 'Simulation types and techniques', 'Simulation by animation', 'Theory of computation', 'Models of computation', 'Concurrency', 'Parallel computing models']"
342,Learning about hidden events in system interactions,"['Stephen Casner', 'Clayton Lewis']",https://doi.org/10.1145/29933.275630,"Understanding how to use a computer system often requires knowledge of hidden events: things which happen as a result of user actions but which produce no immediate perceptible effect. How do users learn about these events? Will learners explain the mechanism in detail or only at the level at which they are able to use it? We extend Lewis' EXPL model of causal analysis, incorporating ideas from Miyake, Draper, and Dietterich, to give an account of learning about hidden events from examples. We present experimental evidence suggesting that violations of user expectations trigger a process in which hidden events are hypothesized and subsequently linked to user actions using schemata for general classes of situations which violate user expectations.",3,May 1986  ,Article ,CHI '87: Proceedings of the SIGCHI/GI Conference on Human Factors in Computing Systems and Graphics Interface,"['Human-centered computing', 'Human computer interaction (HCI)', 'HCI design and evaluation methods']"
343,Transfer of learning: beyond common elements,['Linda Tetzlaff'],https://doi.org/10.1145/29933.275631,"An experiment on transfer of learning using text editors revealed significant differences in performance, based on the learning experience of the subjects. The set of commands of a text editor was divided into four subsets. Different groups of subjects learned these subsets in different orders. Depending on the order of learning, subjects formed different concepts of the editor as manifest by their choice of commands, their errors, and their model of the editor, elicited by a sorting task. Pragmatic production model approaches to transfer would need significant enhancement to accommodate this result.",2,May 1986  ,Article ,CHI '87: Proceedings of the SIGCHI/GI Conference on Human Factors in Computing Systems and Graphics Interface,"['Applied computing', 'Document management and text processing', 'Document preparation', 'Human-centered computing', 'Human computer interaction (HCI)', 'Software and its engineering', 'Software creation and management', 'Software verification and validation', 'Software defect analysis', 'Software testing and debugging']"
344,Sophisticated image rendering in environmental design review,['John W. Danahy'],https://doi.org/10.1145/29933.275632,"The Landscape Architecture Programme and the Computer Systems Research Institute at the University of Toronto undertook two studies using advanced rendering tools pioneered in the areas of computer animation and graphic art. Through two professional landscape architectural design studies we explored the potential role and impact of computer simulation in the initial, more creative phases of the design work. Advanced image rendering hardware and software were used to produce high quality computer drawings of design concepts. The techniques employed in this study are unique in their application to environmental design where they dramatically improve the designer's opportunities to simulate realistic images of proposed design alternatives and to consider the visual and spatial implications of such alternatives.The case studies represented in the paper were undertaken for the National Capital Commission in Ottawa, Canada. The first project is an urban design massing study called the “Parliamentary Precinct Study” and the second project is a detailed design of the “Ceremonial Routes” in Ottawa.",0,May 1986  ,Article ,CHI '87: Proceedings of the SIGCHI/GI Conference on Human Factors in Computing Systems and Graphics Interface,"['Applied computing', 'Computers in other domains', 'Computing in government', 'Document management and text processing', 'Document capture', 'Graphics recognition and interpretation', 'Enterprise computing', 'Physical sciences and engineering', 'Earth and atmospheric sciences', 'Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Image and video acquisition', '3D imaging', 'Computer graphics', 'Animation', 'Rendering', 'Modeling and simulation']"
345,The user interface and program structure of a graphical VLSI layout editor,"['Kevin S. B. Szabó', 'Mohamed I. Elmasry']",https://doi.org/10.1145/29933.275633,"In this paper the user interface and program organization of the SYMPLE VLSI symbolic layout editor is examined. The user interface is driven by a small interpreter that is constructed from a LISP-like language at run time and has access to a consistent library of menus and graphical information-gathering functions. To improve maintainability, the editor has been constructed in a modular form with well-defined interfaces.",0,May 1986  ,Article ,CHI '87: Proceedings of the SIGCHI/GI Conference on Human Factors in Computing Systems and Graphics Interface,"['Applied computing', 'Physical sciences and engineering', 'Engineering', 'Computing methodologies', 'Computer graphics', 'Graphics systems and interfaces', 'Graphics processors', 'Hardware', 'Very large scale integration design', 'Human-centered computing', 'Human computer interaction (HCI)', 'Interaction devices', 'Graphics input devices', 'Software and its engineering', 'Software creation and management', 'Software verification and validation', 'Software defect analysis', 'Software testing and debugging', 'Software notations and tools', 'Compilers', 'Interpreters']"
346,Computer-supported cooperative work (panel): is this REALLY a new field of research?,"['Irene Greif', 'Bill Curtis', 'Herb Krasner', 'Thomas W. Malone', 'Ben Shneiderman']",https://doi.org/10.1145/29933.275634,No abstract available.,1,May 1986  ,Article ,CHI '87: Proceedings of the SIGCHI/GI Conference on Human Factors in Computing Systems and Graphics Interface,"['Human-centered computing', 'Collaborative and social computing', 'Collaborative and social computing theory, concepts and paradigms', 'Computer supported cooperative work', 'Human computer interaction (HCI)', 'Social and professional topics', 'Professional topics', 'Computing and business', 'Computer supported cooperative work']"
347,Specifying complex dialogs in ALGAE,"['Mark A. Flecchia', 'R. Daniel Bergeron']",https://doi.org/10.1145/29933.275635,"The complexity and high development costs of user interfaces has led to research into the design of User Interface Management Systems (UIMSs). At the heart of a UIMS is a facility for specifying a dialog control component, which processes user actions and coordinates program responses. This paper describes a language called ALGAE, which allows the specification of multi-threaded, event driven dialogs.",23,May 1986  ,Article ,CHI '87: Proceedings of the SIGCHI/GI Conference on Human Factors in Computing Systems and Graphics Interface,"['Human-centered computing', 'Human computer interaction (HCI)', 'Software and its engineering', 'Software notations and tools', 'Context specific languages', 'Specialized application languages']"
348,Modular implementation of presentations,['Pedro Szekely'],https://doi.org/10.1145/29933.275636,"The presentation of an application program specifies how the data and operations provided by an application are presented to users. Most traditional techniques for implementing presentations lead to unstructured, unmodular implementations that are hard to construct and change. We present a model of presentation that identifies the dependencies between the presentation and functionality portions of an application. Based on this model, we show how several implementation techniques can be used to construct presentations in a modular way.",8,May 1986  ,Article ,CHI '87: Proceedings of the SIGCHI/GI Conference on Human Factors in Computing Systems and Graphics Interface,"['Computing methodologies', 'Modeling and simulation', 'Human-centered computing', 'Human computer interaction (HCI)', 'Software and its engineering', 'Software notations and tools', 'General programming languages', 'Language types', 'Object oriented languages']"
