,title,authors,doi,abstract,citations,pubdate,pubtype,proceedings,ccs
44,Cognitive cubes: a tangible user interface for cognitive assessment,"['Ehud Sharlin', 'Yuichi Itoh', 'Benjamin Watson', 'Yoshifumi Kitamura', 'Steve Sutphen', 'Lili Liu']",https://doi.org/10.1145/503376.503438,"Assessments of spatial, constructional ability are used widely in cognitive research and in clinical diagnosis of disease or injury. Some believe that three-dimensional (3D) forms of these assessments would be particularly sensitive, but difficulties with consistency in administration and scoring have limited their use. We describe Cognitive Cubes, a novel computerized tool for 3D constructional assessment that increases consistency and promises improvements in flexibility, reliability, sensitivity and control. Cognitive Cubes makes use of ActiveCube, a novel tangible user interface for describing 3D shape. In testing, Cognitive Cubes was sensitive to differences in cognitive ability and task, and correlated well to a standard paper-and-pencil 3D spatial assessment",39,April 2002  ,Article ,CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Cognitive robotics', 'Philosophical/theoretical foundations of artificial intelligence', 'Cognitive science', 'Human-centered computing', 'Human computer interaction (HCI)', 'Software and its engineering', 'Software notations and tools', 'Development frameworks and environments', 'Integrated and visual development environments']"
45,Illuminating clay: a 3-D tangible interface for landscape analysis,"['Ben Piper', 'Carlo Ratti', 'Hiroshi Ishii']",https://doi.org/10.1145/503376.503439,This paper describes a novel system for the real-time computational analysis of landscape models. Users of the system - called Illuminating Clay - alter the topography of a clay landscape model while the changing geometry is captured in real-time by a ceiling-mounted laser scanner. A depth image of the model serves as an input to a library of landscape analysis functions. The results of this analysis are projected back into the workspace and registered with the surfaces of the model.We describe a scenario for which this kind of tool has been developed and we review past work that has taken a similar approach. We describe our system architecture and highlight specific technical issues in its implementation.We conclude with a discussion of the benefits of the system in combining the tangible immediacy of physical models with the dynamic capabilities of computational simulations.,184,April 2002  ,Article ,CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Image and video acquisition', '3D imaging', 'Human-centered computing', 'Human computer interaction (HCI)', 'Interaction paradigms', 'Graphical user interfaces', 'Interactive systems and tools']"
46,Designing online banner advertisements: should we animate?,['Michelle E. Bayles'],https://doi.org/10.1145/503376.503441,A common medium for advertising on the Internet is the use of banner ads. This study investigates recall and recognition of animated banner advertisements in an attempt to identify design guidelines. It was hypothesized that animation would increase recall and recognition of novel ads by increasing user awareness. No significant relationships were found between the use of animation and ability to recall and recognize banner ads. Results indicate that animation does not enhance user memory of online banner advertisements.,30,April 2002  ,Article ,CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Computing methodologies', 'Computer graphics', 'Animation', 'Modeling and simulation', 'Simulation types and techniques', 'Simulation by animation', 'Networks', 'Network architectures']"
47,Statistical profiles of highly-rated web sites,"['Melody Y. Ivory', 'Marti A. Hearst']",https://doi.org/10.1145/503376.503442,"We are creating an interactive tool to help non-professional web site builders create high quality designs. We have previously reported that quantitative measures of web page structure can predict whether a site will be highly or poorly rated by experts, with accuracies ranging from 67--80%. In this paper we extend that work in several ways. First, we compute a much larger set of measures (157 versus 11), over a much larger collection of pages (5300 vs. 1900), achieving much higher overall accuracy (94% on average) when contrasting good, average, and poor pages. Second, we introduce new classes of measures that can make assessments at the site level and according to page type (home page, content page, etc.). Finally, we create statistical profiles of good sites, and apply them to an existing design, showing how that design can be changed to better match high-quality designs",36,April 2002  ,Article ,CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'Interactive systems and tools', 'Information systems', 'Information retrieval', 'Information storage systems', 'Mathematics of computing', 'Probability and statistics', 'Statistical paradigms', 'Statistical graphics']"
48,HutchWorld: clinical study of computer-mediated social support for cancer patients and their caregivers,"['Shelly Farnham', 'Lili Cheng', 'Linda Stone', 'Melora Zaner-Godsey', 'Christopher Hibbeln', 'Karen Syrjala', 'Ann Marie Clark', 'Janet Abrams']",https://doi.org/10.1145/503376.503444,"To address the needs of cancer patients and their caregivers, Microsoft Research and the Fred Hutchinson Cancer Research Center developed HutchWorld, an online community environment, to provide computer-mediated social and informational support. In a controlled clinical study, we deployed HutchWorld to bone marrow transplant patients and their caregivers and assessed the impact of Internet access and HutchWorld on their quality of life. We found that Internet access and the use of HutchWorld helped to buffer study participants against reductions in life satisfaction and social support following the transplant procedure. In particular, participants used the Internet to seek out support from family and friends",33,April 2002  ,Article ,CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Applied computing', 'Life and medical sciences', 'Consumer health', 'Health care information systems', 'Health informatics', 'Human-centered computing', 'Collaborative and social computing', 'Collaborative and social computing theory, concepts and paradigms', 'Computer supported cooperative work', 'Social and professional topics', 'Professional topics', 'Computing and business', 'Computer supported cooperative work']"
49,Design as a minority discipline in a software company: toward requirements for a community of practice,"['Michael J. Muller', 'Kenneth Carey']",https://doi.org/10.1145/503376.503445,"This paper provides a description of designers' work practices in a software company. We describe a participatory analysis of the diversity of working relations and roles of designers of IBM's Lotus software products. Designers are an example of a minority discipline - that is, a discipline whose members are often isolated in their work teams among coworkers with different training, backgrounds, and career paths. We explore differences between the practices of designers of Lotus software products and the published reports of design practices in group settings",16,April 2002  ,Article ,CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'Social and professional topics', 'Professional topics', 'Management of computing and information systems', 'Software management', 'Software and its engineering', 'Software creation and management', 'Collaboration in software development', 'Programming teams']"
50,"Designing for improved social responsibility, user participation and content in on-line communities","['Sean Uberoi Kelly', 'Christopher Sung', 'Shelly Farnham']",https://doi.org/10.1145/503376.503446,"Web sites face difficult challenges in supporting successful communities. In this paper we discuss 2 operating web sites, identically designed but with different and distinct audiences. These sites collect user data from site activity and feed it back to the user community in novel ways. The sites are highly active and growing, and have fostered socially conscious, easily navigable and comprehensible on-line communities with little cost and maintenance. The practice of user data collection and re-purposing we describe works particularly well in highly contextual or information /resource-driven communities. These sites also integrate custom content authoring tools and track their use. The authoring tools were designed to quickly grow a specialized ""knowledge base"" of content created by users and published to a larger audience. A status system encourages the participation of users to contribute to this knowledge base, while increasing social awareness and responsibility in areas of high user interaction. All user activity, communications, and feedback are tracked. Then data is compiled and re-incorporated into scalable solutions for better navigability, content filtering, and presentation of contents to a larger audience. This practice creates a uniquely high quality of interaction within web communities",22,April 2002  ,Article ,CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Computing methodologies', 'Artificial intelligence', 'Philosophical/theoretical foundations of artificial intelligence', 'Cognitive science', 'Human-centered computing', 'Collaborative and social computing', 'Collaborative and social computing systems and tools', 'Synchronous editors', 'Human computer interaction (HCI)', 'Information systems', 'Information systems applications', 'Collaborative and social computing systems and tools', 'Synchronous editors']"
51,Unremarkable computing,"['Peter Tolmie', 'James Pycock', 'Tim Diggins', 'Allan MacLean', 'Alain Karsenty']",https://doi.org/10.1145/503376.503448,"In this paper, we seek to contribute to the Ubiquitous Computing agenda by focusing on one of its earliest, but most difficult, design ambitions - making technology ""invisible in use"". We draw on field studies of domestic life as this domain is becoming increasingly important for new technologies and challenges many of the assumptions we take for granted in the design of technologies for the workplace. We use some examples of domestic routines to identify a number of insights into what it means for features of activities to be ""unremarkable"". We conclude by using these insights to critique some of the current emphases in Ubiquitous Computing research, and suggest how we might better understand the HCI issues of what will be required to develop technologies that really are ""invisible in use""",168,April 2002  ,Article ,CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Collaborative and social computing', 'Human computer interaction (HCI)', 'HCI design and evaluation methods', 'Interactive systems and tools']"
52,"Comparing paper and tangible, multimodal tools","['David R. McGee', 'Philip R. Cohen', 'R. Matthews Wesson', 'Sheilah Horman']",https://doi.org/10.1145/503376.503449,"In command posts, officers maintain situational awareness using paper maps, Post-it notes, and hand-written annotations. They do so because paper is robust to failure, it is portable, it offers a flexible means of capturing information, it has ultra-high resolution, and it readily supports face-to-face collaboration. We report herein on an evaluation comparing maps and Post-its with a tangible multimodal system called Rasa. Rasa augments these paper tools with sensors, enabling it to recognize the multimodal language (both written and spoken) that naturally occurs on them. In this study, we found that not only do users prefer Rasa to paper alone, they find it as easy or easier to use than paper tools. Moreover, Rasa introduces no discernible overhead in its operation other than error repair, yet grants the benefits inherent in digital systems. Finally, subjects confirmed that by combining physical and computational tools, Rasa is resistant to computational failure",16,April 2002  ,Article ,CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Collaborative and social computing', 'Software and its engineering', 'Software creation and management', 'Software development techniques', 'Software notations and tools', 'Development frameworks and environments', 'Theory of computation', 'Logic', 'Modal and temporal logics']"
53,Making sense of sensing systems: five questions for designers and researchers,"['Victoria Bellotti', 'Maribeth Back', 'W. Keith Edwards', 'Rebecca E. Grinter', 'Austin Henderson', 'Cristina Lopes']",https://doi.org/10.1145/503376.503450,"This paper borrows ideas from social science to inform the design of novel ""sensing"" user-interfaces for computing technology. Specifically, we present five design challenges inspired by analysis of human-human communication that are mundanely addressed by traditional graphical user interface designs (GUIs). Although classic GUI conventions allow us to finesse these questions, recent research into innovative interaction techniques such as 'Ubiquitous Computing' and 'Tangible Interfaces' has begun to expose the interaction challenges and problems they pose. By making them explicit we open a discourse on how an approach similar to that used by social scientists in studying human-human interaction might inform the design of novel interaction mechanisms that can be used to handle human-computer communication accomplishments",152,April 2002  ,Article ,CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'Interaction paradigms', 'Graphical user interfaces', 'Software and its engineering', 'Software notations and tools', 'Development frameworks and environments', 'Integrated and visual development environments']"
54,Polyarchy visualization: visualizing multiple intersecting hierarchies,"['George Robertson', 'Kim Cameron', 'Mary Czerwinski', 'Daniel Robbins']",https://doi.org/10.1145/503376.503452,"We describe a new information structure composed of multiple intersecting hierarchies, which we call Polyarchies. Visualizing polyarchies enables use of novel views for discovery of relationships which are very difficult using existing hierarchy visualization tools. This paper will describe the visualization design and system architecture challenges as well as our current solutions. A Mid-Tier Cache architecture is used as a ""polyarchy server"" which supports a novel web-based polyarchy visualization technique, called Visual Pivot. A series of five user studies guided iterative design of Visual Pivot",34,April 2002  ,Article ,CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Computing methodologies', 'Modeling and simulation', 'Simulation types and techniques', 'Visual analytics', 'Mathematics of computing', 'Information theory', 'Software and its engineering', 'Software notations and tools', 'Context specific languages', 'Visual languages']"
55,Sotto voce: exploring the interplay of conversation and mobile audio spaces,"['Paul M. Aoki', 'Rebecca E. Grinter', 'Amy Hurst', 'Margaret H. Szymanski', 'James D. Thornton', 'Allison Woodruff']",https://doi.org/10.1145/503376.503454,"In addition to providing information to individual visitors, electronic guidebooks have the potential to facilitate social interaction between visitors and their companions. However, many systems impede visitor interaction. By contrast, our electronic guidebook, Sotto Voce, has social interaction as a primary design goal. The system enables visitors to share audio information - specifically, they can hear each other's guidebook activity using a technologically mediated audio eavesdropping mechanism. We conducted a study of visitors using Sotto Voce while touring a historic house. The results indicate that visitors are able to use the system effectively, both as a conversational resource and as an information appliance. More surprisingly, our results suggest that the technologically mediated audio often cohered the visitors' conversation and activity to a far greater degree than audio delivered through the open air",114,April 2002  ,Article ,CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'Interaction techniques', 'Auditory feedback', 'Interactive systems and tools', 'Software and its engineering', 'Software notations and tools', 'Development frameworks and environments', 'Integrated and visual development environments']"
56,Age-old practices in the 'new world': a study of gift-giving between teenage mobile phone users,"['Alex S. Taylor', 'Richard Harper']",https://doi.org/10.1145/503376.503455,"In this paper, we present an overview of the data collected from an ethnographic study of teenagers and their use of mobile phones. Through the data, we suggest that teenagers use their phones to participate in social practices that closely resemble forms of ritualised gift-giving. Such practices, we claim, shape the way teenagers understand and thus use their phones. We go onto show that this insight into everyday, phone-mediated activities has practical implications for mobile phone design. Using an example, we describe how teenagers' gift-giving practices can inform design, providing an initial means to conceptualise future emerging technologies",135,April 2002  ,Article ,CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Applied computing', 'Operations research', 'Consumer products', 'Computer systems organization', 'Architectures', 'Parallel architectures', 'Cellular architectures', 'Social and professional topics', 'Professional topics', 'Computing profession', 'Codes of ethics']"
57,Finding others online: reputation systems for social online spaces,"['Carlos Jensen', 'John Davis', 'Shelly Farnham']",https://doi.org/10.1145/503376.503456,"In this paper, we examine what types of reputation information users find valuable when selecting someone to interact with in online environments. In an online experiment, we asked users to imagine that they were looking for a partner for a social chat. We found that similarity to the user and ratings from the user's friends were the most valuable pieces of reputation information when selecting chat partners. The context in which reputations were used (social chat, game or newsgroup) affected the self-reported utility of the pieces of reputation information",44,April 2002  ,Article ,CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Applied computing', 'Education', 'Collaborative learning', 'Computing methodologies', 'Artificial intelligence', 'Philosophical/theoretical foundations of artificial intelligence', 'Cognitive science', 'Human-centered computing', 'Human computer interaction (HCI)', 'Software and its engineering', 'Software notations and tools', 'Development frameworks and environments', 'Integrated and visual development environments']"
58,Groupware walkthrough: adding context to groupware usability evaluation,"['David Pinelle', 'Carl Gutwin']",https://doi.org/10.1145/503376.503458,"Discount usability evaluation methods have recently been introduced as a way to assess groupware systems. However, one criticism of these techniques is that they do not make use of information about users and their work contexts. To address this problem, we developed groupware walkthrough, a new usability inspection technique for groupware. The technique is a substantive modification of cognitive walkthrough to include consideration for the complexities of teamwork. The two components of groupware walkthrough are a task model for identifying and analysing real-world collaborative tasks, and a walkthrough process for assessing a system's support for those tasks. Groupware walkthrough is a low-cost technique that can identify collaboration-specific usability problems and can find problems that would not be revealed through other inspection methods",47,April 2002  ,Article ,CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Collaborative and social computing', 'Collaborative and social computing theory, concepts and paradigms', 'Computer supported cooperative work', 'Human computer interaction (HCI)', 'Social and professional topics', 'Professional topics', 'Computing and business', 'Computer supported cooperative work', 'Software and its engineering', 'Software notations and tools', 'Development frameworks and environments', 'Integrated and visual development environments']"
59,Cognitive walkthrough for the web,"['Marilyn Hughes Blackmon', 'Peter G. Polson', 'Muneo Kitajima', 'Clayton Lewis']",https://doi.org/10.1145/503376.503459,"This paper proposes a transformation of the Cognitive Walkthrough (CW), a theory-based usability inspection method that has proven useful in designing applications that support use by exploration. The new Cognitive Walkthrough for the Web (CWW) is superior for evaluating how well websites support users' navigation and information search tasks. The CWW uses Latent Semantic Analysis to objectively estimate the degree of semantic similarity (information scent) between representative user goal statements (100-200 words) and heading/link texts on each web page. Using an actual website, the paper shows how the CWW identifies three types of problems in web page designs. Three experiments test CWW predictions of users' success rates in accomplishing goals, verifying the value of CWW for identifying these usability problems",83,April 2002  ,Article ,CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Cognitive robotics', 'Philosophical/theoretical foundations of artificial intelligence', 'Cognitive science', 'Networks', 'Network architectures', 'Software and its engineering', 'Software notations and tools', 'Development frameworks and environments', 'Integrated and visual development environments']"
60,A survey of user-centered design practice,"['Karel Vredenburg', 'Ji-Ye Mao', 'Paul W. Smith', 'Tom Carey']",https://doi.org/10.1145/503376.503460,"This paper reports the results of a recent survey of user-centered design (UCD) practitioners. The survey involved over a hundred respondents who were CHI'2000 attendees or current UPA members. The paper identifies the most widely used methods and processes, the key factors that predict success, and the critical tradeoffs practitioners must make in applying UCD methods and processes. Results show that cost-benefit tradeoffs are a key consideration in the adoption of UCD methods. Measures of UCD effectiveness are lacking and rarely applied. There is also a major discrepancy between the commonly cited measures and the actually applied ones. These results have implications for the introduction, deployment, and execution of UCD projects",192,April 2002  ,Article ,CHI '02: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'Interaction design', 'Interaction design process and methods', 'User centered design', 'Software and its engineering', 'Software notations and tools', 'Development frameworks and environments', 'Integrated and visual development environments']"
61,Peephole displays: pen interaction on spatially aware handheld computers,['Ka-Ping Yee'],https://doi.org/10.1145/642611.642613,"The small size of handheld computers provides theconvenience of mobility at the expense of reduced screen space for display and interaction. Prior research has identified the value of spatially aware displays, in which a position-tracked display provides a window on a larger virtual workspace. This paper builds on that work by suggesting two-handed interaction techniques combining pen input with spatially aware displays. Enabling simultaneous navigation and manipulation yields the ability to create and edit objects larger than the screen and to drag and drop in 3-D. Four prototypes of the Peephole Display hardware were built, and several Peephole-augmented applications were written, including a drawing program, map viewer, and calendar. Multiple applications can be embedded into a personal information space anchored to the user's physical reference frame. A usability study with 24 participants shows that the Peephole technique can be more effective than current methods for navigating information on handheld computers.",160,April 2003  ,Article ,CHI '03: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Applied computing', 'Computers in other domains', 'Personal computers and PC applications', 'Computing methodologies', 'Computer graphics', 'Graphics systems and interfaces', 'Hardware', 'Communication hardware, interfaces and storage', 'Displays and imagers', 'Human-centered computing', 'Human computer interaction (HCI)', 'Interaction devices', 'Graphics input devices', 'Touch screens', 'Interaction paradigms', 'Graphical user interfaces', 'Interaction design', 'Interaction design process and methods', 'Interface design prototyping', 'Information systems', 'World Wide Web', 'Web interfaces', 'Browsers', 'Social and professional topics', 'Professional topics', 'Management of computing and information systems', 'Project and people management', 'Project management techniques']"
62,The evolution of buildings and implications for the design of ubiquitous domestic environments,"['Tom Rodden', 'Steve Benford']",https://doi.org/10.1145/642611.642615,"This paper considers how we may realize future ubiquitous domestic environments. Building upon previous work on how buildings evolve by Stewart Brand, we suggest the need to broaden existing considerations of interactive design for domestic environments. We identify a number of classes of research activity and the issues associated with these. We then consider the ways in which current buildings undergo continual change. In doing so we outline the stakeholders involved, the representations used and the way change is managed. We contrast our understanding of how buildings change with research activities before identifying new challenges that will need to be addressed by those involved in designing ubiquitous technologies for domestic environments.",90,April 2003  ,Article ,CHI '03: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'HCI theory, concepts and models', 'Interaction design', 'Interaction design theory, concepts and paradigms']"
63,Technology probes: inspiring design for and with families,"['Hilary Hutchinson', 'Wendy Mackay', 'Bo Westerlund', 'Benjamin B. Bederson', 'Allison Druin', 'Catherine Plaisant', 'Michel Beaudouin-Lafon', 'Stéphane Conversy', 'Helen Evans', 'Heiko Hansen', 'Nicolas Roussel', 'Björn Eiderbäck']",https://doi.org/10.1145/642611.642616,"We describe a new method for use in the process of co-designing technologies with users called technology probes. Technology probes are simple, flexible, adaptable technologies with three interdisciplinary goals: the social science goal of understanding the needs and desires of users in a real-world setting, the engineering goal of field-testing the technology, and the design goal of inspiring users and researchers to think about new technologies. We present the results of designing and deploying two technology probes, the messageProbe and the videoProbe, with diverse families in France, Sweden, and the U.S. We conclude with our plans for creating new technologies for and with families based on our experiences.",617,April 2003  ,Article ,CHI '03: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Applied computing', 'Law, social and behavioral sciences', 'Sociology', 'Human-centered computing', 'Collaborative and social computing', 'Collaborative and social computing design and evaluation methods', 'Human computer interaction (HCI)', 'HCI design and evaluation methods', 'Interaction design', 'Interaction design process and methods', 'User centered design']"
64,Design and user evaluation of a joystick-operated full-screen magnifier,"['Sri Kurniawan', 'Alasdair King', 'David Gareth Evans', 'Paul Blenkhorn']",https://doi.org/10.1145/642611.642618,"The paper reports on two development cycles of a joystick-operated full-screen magnifier for visually impaired users. In the first cycle of evaluation, seven visually impaired computer users evaluated the system in comprehension-based sessions using text documents. After considering feedback from these evaluators, a second version of the system was produced and evaluated by a further six visually impaired users. The second evaluation was conducted using information-seeking tasks using Web pages. In both evaluations, the 'thinking aloud protocol' was used. This study makes several contributions to the field. First, it is perhaps the first published study investigating the use of a joystick as an absolute and relative pointing device to control a screen magnifier. Second, the present study revealed that for most of the visually impaired users who participated in the study the joystick had good spatial, cognitive and ergonomic attributes, even for those who had never before used a joystick.",6,April 2003  ,Article ,CHI '03: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'HCI design and evaluation methods']"
65,Older adults and visual impairment: what do exposure times and accuracy tell us about performance gains associated with multimodal feedback?,"['Julie A. Jacko', 'Ingrid U. Scott', 'Francois Sainfort', 'Leon Barnard', 'Paula J. Edwards', 'V. Kathlene Emery', 'Thitima Kongnakorn', 'Kevin P. Moloney', 'Brynley S. Zorich']",https://doi.org/10.1145/642611.642619,"This study examines the effects of multimodal feedback on the performance of older adults with different visual abilities. Older adults possessing normal vision (n=29) and those who have been diagnosed with Age-Related Macular Degeneration (n=30) performed a series of drag-and-drop tasks under varying forms of feedback. User performance was assessed with measures of feedback exposure times and accuracy. Results indicated that for some cases, non-visual (e.g. auditory or haptic) and multimodal (bi- and trimodal) feedback forms demonstrated significant performance gains over the visual feedback form, for both AMD and normally sighted users. In addition to visual acuity, effects of manual dexterity and computer experience are considered.",31,April 2003  ,Article ,CHI '03: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Computing methodologies', 'Artificial intelligence', 'Philosophical/theoretical foundations of artificial intelligence', 'Cognitive science', 'Human-centered computing', 'Human computer interaction (HCI)', 'Interaction devices', 'Haptic devices', 'Interaction techniques', 'Auditory feedback', 'Interaction design', 'Interaction design process and methods', 'User centered design']"
66,Multiple haptic targets for motion-impaired computer users,"['Faustina Hwang', 'Simeon Keates', 'Patrick Langdon', 'P. John Clarkson']",https://doi.org/10.1145/642611.642620,"Although a number of studies have reported that force feedback gravity wells can improve performance in ""point-and-click"" tasks, there have been few studies addressing issues surrounding the use of gravity wells for multiple on-screen targets. This paper investigates the performance of users, both with and without motion-impairments, in a ""point-and-click"" task when an undesired haptic distractor is present. The importance of distractor location is studied explicitly. Results showed that gravity wells can still improve times and error rates, even on occasions when the cursor is pulled into a distractor. The greatest improvement is seen for the most impaired users. In addition to traditional measures such as time and errors, performance is studied in terms of measures of cursor movement along a path. Two cursor measures, angular distribution and temporal components, are proposed and their ability to explain performance differences is explored.",34,April 2003  ,Article ,CHI '03: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'HCI design and evaluation methods', 'Interaction devices', 'Haptic devices', 'Touch screens', 'Interaction paradigms', 'Graphical user interfaces', 'Interaction design', 'Interaction design process and methods', 'User centered design']"
67,"Semi-public displays for small, co-located groups","['Elaine M. Huang', 'Elizabeth D. Mynatt']",https://doi.org/10.1145/642611.642622,"The majority of systems using public displays to foster awareness have focused on providing information across remote locations or among people who are loosely connected and lack awareness of each other's activities or interests. We have, however, identified many potential benefits for an awareness system that displays information within a small, co-located group in which the members already possess some awareness of each other's activities. By using ""Semi-Public Displays,"" public displays scoped for small groups, we can make certain types of information visible in the environment, promoting collaboration and providing lightweight information about group activity. Compared to designing for large, loosely connected groups, designing for Semi-Public Displays mitigates typically problematic issues in sustaining relevant content for the display and minimizing privacy concerns. We are using these applications to support and enhance the interactions and information that group members utilize to maintain awareness and collaborate.",89,April 2003  ,Article ,CHI '03: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Collaborative and social computing', 'Collaborative and social computing systems and tools', 'Asynchronous editors', 'Collaborative and social computing theory, concepts and paradigms', 'Computer supported cooperative work', 'Information systems', 'World Wide Web', 'Web applications', 'Internet communications tools', 'Social and professional topics', 'Professional topics', 'Computing and business', 'Computer supported cooperative work']"
68,Designing novel interactional workspaces to support face to face consultations,"['Tom Rodden', 'Yvonne Rogers', 'John Halloran', 'Ian Taylor']",https://doi.org/10.1145/642611.642623,"This paper describes the design and deployment of a novel interactional workspace, intended to provide more effective support for face-to-face consultations between two parties. We focus on the initial consultations between customer and agent that take place during the development of complex products. Findings from an ethnographic study of the existing use of technological systems show the interaction during such consultations to be disjointed and not well supported. As an alternative approach, we developed a novel arrangement of multiple displays intended to promote shoulder-to-shoulder collaboration using a variety of interlinked representations and visualizations. The resulting interactional workspace was used by a travel company as part of a large international trade show attended by the general public. The many consultations that took place between agents and customers were quite different, proving to be more equitable, open, fluid and congenial.",42,April 2003  ,Article ,CHI '03: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Collaborative and social computing', 'Collaborative and social computing systems and tools', 'Synchronous editors', 'Collaborative and social computing theory, concepts and paradigms', 'Computer supported cooperative work', 'Human computer interaction (HCI)', 'HCI design and evaluation methods', 'Interaction design', 'Interaction design process and methods', 'Interface design prototyping', 'User centered design', 'Information systems', 'Information systems applications', 'Collaborative and social computing systems and tools', 'Synchronous editors', 'Social and professional topics', 'Professional topics', 'Computing and business', 'Computer supported cooperative work']"
69,Social coordination around a situated display appliance,"[""Kent O'Hara"", 'Mark Perry', 'Simon Lewis']",https://doi.org/10.1145/642611.642624,"Advances in display technology are creating more opportunities for situating displays in our environment. While these displays share some common design principles with display-based interaction at the desktop PC, situated displays also have unique characteristics and values that raise particular design considerations and challenges. In order to further understand situated display design we present a field study of RoomWizard, an interactive room reservation display appliance designed to be mounted outside meeting rooms. The findings illustrate important ways that individual and social behaviours were oriented around the persistent situated displays. These observed behaviours are discussed in relation to particular design characteristics of RoomWizard. We conclude by highlighting more general themes supporting the design of other situated display technologies.",29,April 2003  ,Article ,CHI '03: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Computing methodologies', 'Artificial intelligence', 'Philosophical/theoretical foundations of artificial intelligence', 'Cognitive science', 'Human-centered computing', 'Human computer interaction (HCI)', 'HCI design and evaluation methods', 'Interaction devices', 'Touch screens', 'Interaction design', 'Interaction design process and methods', 'User centered design', 'Social and professional topics', 'Professional topics', 'Management of computing and information systems', 'Project and people management', 'Project management techniques']"
70,Comparative effectiveness of augmented reality in object assembly,"['Arthur Tang', 'Charles Owen', 'Frank Biocca', 'Weimin Mou']",https://doi.org/10.1145/642611.642626,"Although there has been much speculation about the potential of Augmented Reality (AR), there are very few empirical studies about its effectiveness. This paper describes an experiment that tested the relative effectiveness of AR instructions in an assembly task. Task information was displayed in user's field of view and registered with the workspace as 3D objects to explicitly demonstrate the exact execution of a procedure step. Three instructional media were compared with the AR system: a printed manual, computer assisted instruction (CAI) using a monitor-based display, and CAI utilizing a head-mounted display. Results indicate that overlaying 3D instructions on the actual work pieces reduced the error rate for an assembly task by 82%, particularly diminishing cumulative errors - errors due to previous assembly mistakes. Measurement of mental effort indicated decreased mental effort in the AR condition, suggesting some of the mental calculation of the assembly task is offloaded to the system.",168,April 2003  ,Article ,CHI '03: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,"['Human-centered computing', 'Human computer interaction (HCI)', 'HCI design and evaluation methods']"
